,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Chivilcoy,AR,2021-10-27 22:26:30,-34.8957,-60.0167,88.02,10,5,8.01
298,Zhigansk,RU,2021-10-27 22:26:31,66.7697,123.3711,20.05,94,100,23.91
299,Saint George,US,2021-10-27 22:26:31,37.1041,-113.5841,72.63,31,1,4.0
300,Kiama,AU,2021-10-27 22:26:32,-34.6833,150.8667,76.24,68,69,0.96
301,Lagoa,PT,2021-10-27 22:26:32,39.05,-27.9833,67.05,71,94,21.72
302,Nago,JP,2021-10-27 22:26:33,26.5881,127.9761,73.56,63,14,10.76
303,Havoysund,NO,2021-10-27 22:26:33,70.9963,24.6622,29.28,70,19,21.97
304,Vondrozo,MG,2021-10-27 22:26:33,-22.8167,47.2833,64.63,95,6,2.89
305,Port Hardy,CA,2021-10-27 22:22:39,50.6996,-127.4199,50.18,87,75,11.5
306,Boende,CD,2021-10-27 22:26:34,-0.2167,20.8667,70.81,99,99,2.28
307,Thompson,CA,2021-10-27 22:22:01,55.7435,-97.8558,41.16,100,90,3.44
308,Gat,IL,2021-10-27 22:26:02,31.61,34.7642,68.4,61,0,5.99
309,La Macarena,CO,2021-10-27 22:26:35,2.1837,-73.7849,71.62,99,100,1.19
310,Washington,US,2021-10-27 22:25:44,47.5001,-120.5015,56.57,50,85,3.38
311,Liliani,PK,2021-10-27 22:26:36,32.2065,72.9537,66.85,38,0,2.84
312,Eureka,US,2021-10-27 22:26:36,40.8021,-124.1637,71.64,76,96,3.0
313,Kodinsk,RU,2021-10-27 22:26:36,58.6881,99.1844,25.21,64,74,9.98
314,Rio Grande,BR,2021-10-27 22:26:37,-32.035,-52.0986,70.12,81,0,7.63
315,Milkovo,RU,2021-10-27 22:26:38,54.7167,158.6167,31.1,95,100,1.16
316,Vardo,NO,2021-10-27 22:23:21,70.3705,31.1107,34.48,53,100,14.85
317,Varzea Grande,BR,2021-10-27 22:26:38,-15.6467,-56.1325,80.47,69,75,6.91
318,La Ronge,CA,2021-10-27 22:26:39,55.1001,-105.2842,41.25,87,90,2.3
319,Evensk,RU,2021-10-27 22:25:03,61.95,159.2333,8.96,83,100,6.46
320,Birin,NP,2021-10-27 22:26:39,26.8865,88.0718,52.25,83,4,5.23
321,Casino,AU,2021-10-27 22:26:40,-28.8667,153.05,80.55,65,0,14.97
322,Colares,PT,2021-10-27 22:26:40,38.7992,-9.4469,66.33,51,0,3.0
323,Rafsanjan,IR,2021-10-27 22:26:41,30.4067,55.9939,54.19,33,51,5.46
324,Stephenville,US,2021-10-27 22:26:41,32.2207,-98.2023,70.14,39,40,20.71
325,Udachnyy,RU,2021-10-27 22:26:42,66.4167,112.4,18.12,82,100,20.4
326,Zeya,RU,2021-10-27 22:26:42,53.75,127.2667,30.02,82,25,1.1
327,Fukue,JP,2021-10-27 22:23:05,32.6881,128.8419,67.01,60,6,12.12
328,Asyut,EG,2021-10-27 22:26:43,27.181,31.1837,75.9,26,0,1.74
329,Kahului,US,2021-10-27 22:24:21,20.8947,-156.47,85.26,64,20,23.02
330,Cairns,AU,2021-10-27 22:26:43,-16.9167,145.7667,83.1,72,75,8.05
331,Aksu,CN,2021-10-27 22:26:44,41.1231,80.2644,48.24,40,56,3.71
332,Bandeirantes,BR,2021-10-27 22:26:44,-23.11,-50.3675,72.09,84,100,9.06
333,Tura,IN,2021-10-27 22:26:45,25.5198,90.2201,66.36,94,1,3.89
334,Kupang,ID,2021-10-27 22:26:45,-10.1667,123.5833,81.18,83,20,5.75
335,Hualmay,PE,2021-10-27 22:26:46,-11.0964,-77.6139,66.85,75,35,10.8
336,Novobirilyussy,RU,2021-10-27 22:26:46,56.9514,90.6661,28.4,63,100,7.61
337,Abu Dhabi,AE,2021-10-27 22:26:46,24.4667,54.3667,80.62,69,0,3.44
338,Gornopravdinsk,RU,2021-10-27 22:22:08,60.05,69.9,26.51,96,100,7.99
339,Ruidoso,US,2021-10-27 22:25:33,33.3317,-105.673,57.06,19,1,1.01
340,Kholodnyy,RU,2021-10-27 22:26:47,62.7167,147.95,-5.91,99,77,0.29
341,Yamada,JP,2021-10-27 22:26:48,39.4667,141.95,55.87,82,25,5.53
342,Changping,CN,2021-10-27 22:26:48,40.2186,116.2197,46.04,33,100,4.45
343,Mao,ES,2021-10-27 22:25:33,39.8885,4.2658,59.56,82,20,6.91
344,Macamic,CA,2021-10-27 22:26:49,48.7502,-78.9996,41.23,65,97,6.15
345,Fare,PF,2021-10-27 22:26:31,-16.7,-151.0167,79.25,77,44,6.58
346,Arlit,NE,2021-10-27 22:26:49,18.7369,7.3853,86.22,12,3,7.29
347,Mecca,SA,2021-10-27 22:26:50,21.4267,39.8261,79.48,61,52,0.94
348,Shaki,AZ,2021-10-27 22:26:50,41.0833,47.1667,38.19,68,0,3.04
349,Chifeng,CN,2021-10-27 22:26:51,42.2683,118.9636,41.16,48,0,2.59
350,Shache,CN,2021-10-27 22:26:51,38.4167,77.2406,47.86,36,27,3.87
351,Turka,UA,2021-10-27 22:26:52,49.1541,23.0297,41.94,81,74,3.91
352,Xiuyan,CN,2021-10-27 22:26:52,40.2928,123.2744,44.8,65,0,3.56
353,Ozinki,RU,2021-10-27 22:26:52,51.1786,49.6769,36.41,49,9,15.79
354,Namatanai,PG,2021-10-27 22:26:53,-3.6667,152.4333,83.44,71,42,5.77
355,Kavieng,PG,2021-10-27 22:24:34,-2.5744,150.7967,83.14,76,45,12.59
356,Mamallapuram,IN,2021-10-27 22:26:53,12.6264,80.1722,80.65,79,100,10.54
357,Orchard Homes,US,2021-10-27 22:26:54,46.8633,-114.0484,48.6,51,90,3.0
358,Natchez,US,2021-10-27 22:26:54,31.5604,-91.4032,71.26,97,75,8.05
359,Hinton,CA,2021-10-27 22:26:55,53.4001,-117.5857,47.1,38,21,12.97
360,Great Yarmouth,GB,2021-10-27 22:22:57,52.6083,1.7305,56.95,86,53,18.23
361,Fairbanks,US,2021-10-27 22:26:12,64.8378,-147.7164,28.36,88,90,1.01
362,Gizo,SB,2021-10-27 22:22:24,-8.103,156.8419,83.44,73,22,8.41
363,Bandarbeyla,SO,2021-10-27 22:26:56,9.4942,50.8122,77.47,72,7,6.58
364,San Patricio,US,2021-10-27 22:23:30,28.017,-97.5169,88.21,17,0,23.4
365,Tabou,CI,2021-10-27 22:26:56,4.423,-7.3528,77.81,87,73,7.11
366,Broome,US,2021-10-27 22:24:40,42.2506,-75.833,52.99,77,1,1.01
367,Agucadoura,PT,2021-10-27 22:26:57,41.4318,-8.7804,63.32,64,26,1.81
368,Qasigiannguit,GL,2021-10-27 22:26:58,68.8193,-51.1922,17.85,73,100,2.51
369,Raudeberg,NO,2021-10-27 22:26:58,61.9875,5.1352,53.96,91,94,8.99
370,Grand Gaube,MU,2021-10-27 22:26:58,-20.0064,57.6608,72.37,72,8,3.0
371,Northam,GB,2021-10-27 22:26:59,51.0333,-4.2167,59.4,83,88,23.49
372,Luan,CH,2021-10-27 22:26:59,46.3592,6.9759,41.56,85,0,4.41
373,Pangnirtung,CA,2021-10-27 22:24:08,66.1451,-65.7125,30.2,80,75,3.44
374,Manzanillo,CU,2021-10-27 22:27:00,20.3433,-77.1167,82.63,74,92,6.11
375,Sumoto,JP,2021-10-27 22:27:01,34.35,134.9,62.6,68,0,9.55
376,Ous,RU,2021-10-27 22:27:01,60.9058,61.5186,30.34,94,100,7.7
377,Fort-Shevchenko,KZ,2021-10-27 22:27:02,44.5086,50.263,46.44,62,4,12.17
378,Les Cayes,HT,2021-10-27 22:27:03,18.2,-73.75,81.61,75,53,6.89
379,Hokitika,NZ,2021-10-27 22:27:03,-42.7167,170.9667,61.83,51,50,4.61
380,Antofagasta,CL,2021-10-27 22:25:55,-23.65,-70.4,61.88,69,6,7.31
381,Vanimo,PG,2021-10-27 22:27:04,-2.6741,141.3028,79.38,89,98,5.68
382,Vuktyl,RU,2021-10-27 22:27:04,63.8567,57.3094,31.62,98,100,12.71
383,Ilulissat,GL,2021-10-27 22:27:05,69.2167,-51.1,17.62,57,75,5.75
384,Whitehorse,CA,2021-10-27 22:24:22,60.7161,-135.0538,36.37,80,75,8.99
385,Almaznyy,RU,2021-10-27 22:27:05,48.0448,40.045,26.74,56,0,1.9
386,Luanda,AO,2021-10-27 22:24:53,-8.8368,13.2343,75.2,83,75,10.36
387,Saint Anthony,US,2021-10-27 22:27:06,45.0205,-93.218,54.55,70,90,3.0
388,San Cristobal,VE,2021-10-27 22:27:06,7.7669,-72.225,75.38,91,100,3.27
389,Chara,RU,2021-10-27 22:27:07,56.9064,118.2631,28.49,69,96,1.03
390,Nouakchott,MR,2021-10-27 22:27:07,18.0858,-15.9785,84.13,53,77,14.7
391,Kayerkan,RU,2021-10-27 22:27:07,69.3497,87.7602,-6.27,99,100,4.97
392,Ximei,CN,2021-10-27 22:27:08,24.9639,118.3794,73.94,79,97,4.38
393,Oparino,RU,2021-10-27 22:27:08,59.8518,48.2783,34.32,98,100,8.08
394,Nishihara,JP,2021-10-27 22:27:09,26.1842,127.7558,72.68,60,75,6.91
395,Cascais,PT,2021-10-27 22:27:09,38.6979,-9.4215,66.51,53,0,3.0
396,Saint-Pierre,RE,2021-10-27 22:23:41,-21.3393,55.4781,69.48,69,0,6.91
397,Nikolayevsk-Na-Amure,RU,2021-10-27 22:23:49,53.1406,140.73,36.81,99,100,3.89
398,Palembang,ID,2021-10-27 22:27:10,-2.9167,104.7458,78.89,94,20,0.0
399,Harrisburg,US,2021-10-27 22:25:44,40.2737,-76.8844,66.49,54,20,6.91
400,Berlevag,NO,2021-10-27 22:27:11,70.8578,29.0864,30.45,64,84,15.17
401,Rosetta,EG,2021-10-27 22:27:11,31.4044,30.4164,71.83,74,22,10.65
402,Ayan,RU,2021-10-27 22:23:30,56.45,138.1667,33.33,78,40,5.03
403,Campos Gerais,BR,2021-10-27 22:27:12,-21.235,-45.7586,70.41,85,100,2.57
404,Gasa,PS,2021-10-27 22:27:12,31.5,34.4667,68.92,68,0,8.68
405,Upernavik,GL,2021-10-27 22:27:13,72.7868,-56.1549,22.14,79,75,4.21
406,Roscommon,IE,2021-10-27 22:27:13,53.6333,-8.1833,54.0,96,100,7.2
407,Sao Joao Da Barra,BR,2021-10-27 22:27:14,-21.6403,-41.0511,74.05,87,68,12.59
408,Naze,JP,2021-10-27 22:24:20,28.3667,129.4833,65.32,63,0,12.53
409,Emerald,AU,2021-10-27 22:27:14,-23.5333,148.1667,81.99,48,40,10.36
410,Ternate,ID,2021-10-27 22:27:15,0.8,127.4,80.87,79,79,5.64
411,Jishu,CN,2021-10-27 22:27:15,44.3167,126.8,34.72,79,0,0.83
412,Dovers,VC,2021-10-27 22:27:16,12.8833,-61.1833,80.19,71,100,16.64
413,Copiapo,CL,2021-10-27 22:27:16,-27.3667,-70.3333,58.69,30,0,7.27
414,Winnemucca,US,2021-10-27 22:27:16,40.973,-117.7357,62.65,48,1,11.5
415,Hay River,CA,2021-10-27 22:27:17,60.8156,-115.7999,37.38,87,90,5.75
416,Kyra,RU,2021-10-27 22:27:17,49.5776,111.9753,32.85,63,25,2.98
417,Henties Bay,NA,2021-10-27 22:27:18,-22.116,14.2845,60.85,80,94,3.24
418,Gaomi,CN,2021-10-27 22:27:18,36.3833,119.7528,46.18,58,100,2.95
419,Fort Nelson,CA,2021-10-27 22:27:19,58.8053,-122.7002,31.59,93,90,4.61
420,Tigil,RU,2021-10-27 22:27:19,57.8,158.6667,30.02,97,100,2.73
421,Machiques,VE,2021-10-27 22:27:19,10.0644,-72.545,82.62,78,100,3.6
422,Pevek,RU,2021-10-27 22:27:20,69.7008,170.3133,9.19,92,100,11.25
423,Ancud,CL,2021-10-27 22:27:20,-41.8697,-73.8203,61.43,82,1,9.01
424,Sur,OM,2021-10-27 22:27:21,22.5667,59.5289,77.59,68,11,8.5
425,Praia Da Vitoria,PT,2021-10-27 22:27:21,38.7333,-27.0667,66.76,82,40,9.6
426,Georgiyevskoye,RU,2021-10-27 22:27:22,58.731,45.024,39.54,97,100,11.36
427,Bage,BR,2021-10-27 22:27:22,-31.3314,-54.1069,78.58,50,0,9.22
428,Galle,LK,2021-10-27 22:27:23,6.0367,80.217,78.24,85,100,8.52
429,Batman,TR,2021-10-27 22:27:06,37.8874,41.1322,55.2,44,0,2.3
430,Kumba,CM,2021-10-27 22:27:23,4.6363,9.4469,71.73,98,57,0.43
431,Manuk Mangkaw,PH,2021-10-27 22:27:24,4.8,119.85,82.99,70,83,5.53
432,Vestmannaeyjar,IS,2021-10-27 22:27:24,63.4427,-20.2734,43.36,72,63,12.5
433,Lompoc,US,2021-10-27 22:27:24,34.6391,-120.4579,83.12,48,1,17.27
434,Rudbar,AF,2021-10-27 22:27:25,30.15,62.6,62.65,21,4,5.17
435,Mae Ramat,TH,2021-10-27 22:27:25,16.984,98.5166,70.72,97,100,1.83
436,Pandan,PH,2021-10-27 22:27:26,14.0453,124.1694,79.66,83,58,9.66
437,Polaniec,PL,2021-10-27 22:27:26,50.4332,21.2812,46.78,79,100,6.55
438,Nieuw Amsterdam,SR,2021-10-27 22:27:27,5.8833,-55.0833,81.14,87,20,3.44
439,Miles City,US,2021-10-27 22:27:27,46.4083,-105.8406,53.51,50,20,17.27
440,Santiago De Cao,PE,2021-10-27 22:27:27,-7.9589,-79.2392,62.73,82,45,8.05
441,Ossora,RU,2021-10-27 22:27:28,59.2353,163.0719,19.6,94,98,4.32
442,Kulhudhuffushi,MV,2021-10-27 22:27:28,6.6221,73.07,80.82,74,99,5.53
443,Basco,PH,2021-10-27 22:27:29,20.4487,121.9702,80.08,68,89,22.03
444,Coquimbo,CL,2021-10-27 22:23:27,-29.9533,-71.3436,58.73,82,40,12.66
445,Cockburn Town,TC,2021-10-27 22:24:33,21.4612,-71.1419,82.36,74,75,4.61
446,Penalva,BR,2021-10-27 22:27:30,-3.2942,-45.1736,80.49,70,36,2.62
447,Calama,CL,2021-10-27 22:23:08,-22.4667,-68.9333,70.29,11,0,21.85
448,Shostka,UA,2021-10-27 22:27:30,51.863,33.4698,39.43,94,65,7.61
449,Vila,PT,2021-10-27 22:27:31,42.0304,-8.1588,52.34,87,8,3.85
450,Miracema Do Tocantins,BR,2021-10-27 22:27:31,-9.5618,-48.3967,86.92,37,24,2.37
451,Boyolangu,ID,2021-10-27 22:27:32,-8.1181,111.8935,75.52,92,100,1.95
452,Pemangkat,ID,2021-10-27 22:27:33,1.1667,108.9667,77.85,87,100,4.21
453,Cornwall,CA,2021-10-27 22:27:05,45.0181,-74.7281,52.72,61,1,3.44
454,Hearst,CA,2021-10-27 22:27:33,49.6835,-83.6665,43.05,86,95,4.16
455,Kundiawa,PG,2021-10-27 22:27:34,-6.0167,144.9667,68.99,79,36,1.3
456,Manaus,BR,2021-10-27 22:26:02,-3.1019,-60.025,75.69,94,75,6.91
457,Malinao,PH,2021-10-27 22:27:34,7.5917,124.6889,67.35,93,95,2.8
458,Makinsk,KZ,2021-10-27 22:27:35,52.6292,70.4169,23.61,53,42,12.21
459,Trairi,BR,2021-10-27 22:23:58,-3.2778,-39.2689,80.06,79,7,10.8
460,Bilibino,RU,2021-10-27 22:27:35,68.0546,166.4372,-20.97,98,34,3.02
461,Tyrma,RU,2021-10-27 22:27:36,50.0833,132.1667,27.0,94,6,2.39
462,Noumea,NC,2021-10-27 22:27:36,-22.2763,166.4572,79.0,99,51,11.27
463,Domna,RU,2021-10-27 22:27:37,51.8971,113.1573,19.56,93,12,2.24
464,Rancharia,BR,2021-10-27 22:27:37,-22.2292,-50.8931,81.52,84,100,10.98
465,Mehamn,NO,2021-10-27 22:23:34,71.0357,27.8492,28.67,69,58,13.62
466,Sola,VU,2021-10-27 22:27:38,-13.8833,167.55,78.39,81,100,14.23
467,Atasu,KZ,2021-10-27 22:27:38,48.6814,71.6433,29.3,55,0,7.05
468,Lucea,JM,2021-10-27 22:27:38,18.451,-78.1736,84.06,72,33,1.68
469,Bykovo,RU,2021-10-27 22:27:39,55.6361,38.0803,43.56,87,75,8.95
470,Goderich,CA,2021-10-27 22:27:39,43.7501,-81.7165,57.2,87,50,8.05
471,Malanje,AO,2021-10-27 22:27:40,-9.5402,16.341,65.7,91,85,2.57
472,Kaa-Khem,RU,2021-10-27 22:27:40,51.6833,94.7333,38.19,55,100,2.04
473,Okha,RU,2021-10-27 22:27:41,53.5739,142.9478,40.35,90,74,10.78
474,Garden City,US,2021-10-27 22:26:31,42.3256,-83.331,53.89,90,90,5.75
475,Alibag,IN,2021-10-27 22:27:41,18.6411,72.8792,80.67,58,0,7.72
476,Mangan,IN,2021-10-27 22:27:42,27.5167,88.5333,59.18,55,2,8.1
477,Kuruman,ZA,2021-10-27 22:27:42,-27.4524,23.4325,59.0,84,100,10.63
478,Honningsvag,NO,2021-10-27 22:27:43,70.9821,25.9704,34.54,61,24,24.63
479,Mokolo,CM,2021-10-27 22:27:43,10.7398,13.8019,76.71,20,30,4.07
480,Bubaque,GW,2021-10-27 22:27:44,11.2833,-15.8333,82.65,77,41,9.19
481,Uvira,CD,2021-10-27 22:27:44,-3.4067,29.1458,74.3,76,8,3.47
482,Pecos,US,2021-10-27 22:27:44,31.4229,-103.4932,73.49,12,1,12.66
483,Priargunsk,RU,2021-10-27 22:27:45,50.3691,119.1012,33.37,63,12,5.21
484,Susehri,TR,2021-10-27 22:27:46,40.1644,38.0867,46.11,29,0,0.76
485,Yar-Sale,RU,2021-10-27 22:27:46,66.8333,70.8333,12.65,92,62,6.78
486,Saint-Marc-Des-Carrieres,CA,2021-10-27 22:27:46,46.6834,-72.0491,50.14,76,95,8.05
487,Nirmal,IN,2021-10-27 22:27:47,19.1,78.35,66.54,63,16,4.05
488,Christchurch,NZ,2021-10-27 22:24:15,-43.5333,172.6333,61.95,80,90,1.01
489,Yanam,IN,2021-10-27 22:27:47,16.7333,82.2167,74.43,93,17,3.76
490,Alofi,NU,2021-10-27 22:23:36,-19.0595,-169.9187,80.49,65,40,19.57
491,Haines Junction,CA,2021-10-27 22:27:48,60.7522,-137.5108,31.95,69,99,1.14
492,Matara,LK,2021-10-27 22:24:35,5.9485,80.5353,76.08,90,100,7.56
493,Norsup,VU,2021-10-27 22:27:48,-16.0667,167.3833,81.88,76,100,10.92
494,Olivenza,ES,2021-10-27 22:27:49,38.6832,-7.103,63.21,45,28,2.06
495,Smithers,CA,2021-10-27 22:24:12,54.7804,-127.1743,48.52,40,40,6.91
496,Kamenka,RU,2021-10-27 22:27:50,51.3223,42.7678,35.96,46,2,10.45
497,Hofn,IS,2021-10-27 22:27:50,64.2539,-15.2082,40.98,66,31,9.84
498,Shaowu,CN,2021-10-27 22:27:50,27.3409,117.4831,59.05,97,49,1.88
499,Tabat,ID,2021-10-27 22:27:51,-2.635,115.2274,73.9,92,97,1.52
500,Papara,BR,2021-10-27 22:27:51,-3.9839,-38.7273,81.0,80,4,5.06
501,Keene,US,2021-10-27 22:27:52,42.9337,-72.2781,54.01,86,90,4.61
502,Aklavik,CA,2021-10-27 22:25:41,68.2191,-135.0107,29.23,91,97,2.15
503,Neiafu,TO,2021-10-27 22:27:52,-18.65,-173.9833,81.28,69,40,11.5
504,Toora-Khem,RU,2021-10-27 22:24:43,52.4675,96.11,33.33,90,100,3.76
505,Gao,ML,2021-10-27 22:27:53,16.6362,1.637,85.6,13,5,10.22
506,Shubarshi,KZ,2021-10-27 22:27:54,48.5872,57.1869,32.68,42,6,6.24
507,Jardim,BR,2021-10-27 22:26:23,-21.4803,-56.1381,82.94,52,89,4.74
508,Serowe,BW,2021-10-27 22:27:54,-22.3833,26.7167,65.66,68,99,16.02
509,Beitbridge,ZW,2021-10-27 22:27:55,-22.2167,30.0,70.72,70,100,20.98
510,Passagem Franca,BR,2021-10-27 22:27:55,-6.1797,-43.7836,86.16,37,51,0.92
511,Nanortalik,GL,2021-10-27 22:27:18,60.1432,-45.2371,34.92,67,3,7.81
512,Sompeta,IN,2021-10-27 22:27:56,18.9333,84.6,77.32,81,42,9.04
513,Mareeba,AU,2021-10-27 22:27:56,-17.0,145.4333,78.48,80,60,6.55
514,Okhotsk,RU,2021-10-27 22:24:20,59.3833,143.3,18.82,85,77,6.62
515,Tadine,NC,2021-10-27 22:27:57,-21.55,167.8833,77.86,74,6,7.02
516,Alta Floresta,BR,2021-10-27 22:26:37,-9.8756,-56.0861,74.91,92,61,1.32
517,Polyarnyy,RU,2021-10-27 22:27:57,69.1989,33.4478,9.07,67,78,6.42
518,Plakhtiyivka,UA,2021-10-27 22:27:58,46.1006,29.7217,47.26,60,3,6.67
519,Hashtrud,IR,2021-10-27 22:27:58,37.4779,47.0508,36.52,53,0,1.83
520,Requena,ES,2021-10-27 22:27:59,39.4883,-1.1004,56.14,95,100,3.06
521,Oktyabrskiy,RU,2021-10-27 22:27:59,54.4815,53.471,35.69,63,81,16.15
522,Samarai,PG,2021-10-27 22:28:00,-10.6167,150.6667,82.29,74,91,12.55
523,Yulara,AU,2021-10-27 22:24:37,-25.2406,130.9889,78.64,22,87,6.91
524,Madang,PG,2021-10-27 22:28:00,-5.2246,145.7966,79.39,87,76,1.68
525,The Valley,AI,2021-10-27 22:23:49,18.217,-63.0578,82.54,69,20,5.75
526,Nalut,LY,2021-10-27 22:28:01,30.3333,10.85,64.22,56,0,12.08
527,Araguacu,BR,2021-10-27 22:28:02,-12.9306,-49.8264,85.15,48,88,1.07
528,Prince Albert,CA,2021-10-27 22:28:02,53.2001,-105.7677,40.95,87,90,6.91
529,Buy,RU,2021-10-27 22:28:03,58.4786,41.53,40.68,91,96,10.42
530,Asfi,MA,2021-10-27 22:28:04,32.2994,-9.2372,66.36,82,0,10.02
531,Gamba,GA,2021-10-27 22:25:51,-2.65,10.0,74.43,92,100,5.03
532,Nam Dinh,VN,2021-10-27 22:25:08,20.4167,106.1667,72.73,82,100,5.44
533,Wasilla,US,2021-10-27 22:28:04,61.5814,-149.4394,35.06,81,90,3.44
534,Clarence Town,AU,2021-10-27 22:28:05,-32.5833,151.7833,78.35,41,66,3.06
535,Ahipara,NZ,2021-10-27 22:24:09,-35.1667,173.1667,66.49,71,97,6.53
536,Zavodoukovsk,RU,2021-10-27 22:28:06,56.5042,66.5515,30.47,82,99,10.58
537,Kharp,RU,2021-10-27 22:28:06,66.8014,65.8081,9.82,95,100,2.71
538,Oktyabrskoye,RU,2021-10-27 22:28:07,43.0645,44.7417,24.94,100,0,2.24
539,Nelson Bay,AU,2021-10-27 22:28:07,-32.7167,152.15,75.96,71,60,3.0
540,Gemena,CD,2021-10-27 22:28:08,3.25,19.7667,70.3,94,99,0.67
541,Xai-Xai,MZ,2021-10-27 22:28:08,-25.0519,33.6442,69.51,82,22,10.27
542,Narodychi,UA,2021-10-27 22:28:09,51.2029,29.0823,42.69,90,100,8.3
543,Grindavik,IS,2021-10-27 22:28:09,63.8424,-22.4338,39.67,81,0,8.05
544,Lepley,RU,2021-10-27 22:28:10,54.3092,42.8599,42.78,79,99,11.52
545,Muravlenko,RU,2021-10-27 22:28:10,63.7898,74.523,7.97,95,33,6.11
546,Waingapu,ID,2021-10-27 22:24:10,-9.6567,120.2641,80.98,77,70,5.82
547,Belgrade,RS,2021-10-27 22:25:21,44.804,20.4651,49.69,87,11,3.44
548,Montepuez,MZ,2021-10-27 22:28:11,-13.1256,38.9997,72.55,69,20,5.88
549,Nsanje,MW,2021-10-27 22:28:11,-16.92,35.262,73.72,74,8,5.12
550,Whitianga,NZ,2021-10-27 22:25:09,-36.8333,175.7,64.02,74,100,4.29
551,Tautira,PF,2021-10-27 22:28:12,-17.7333,-149.15,84.22,80,10,12.08
552,Casale Monferrato,IT,2021-10-27 22:28:12,45.1334,8.4571,55.56,81,12,2.26
553,Rabaul,PG,2021-10-27 22:28:13,-4.1967,152.1721,83.1,72,31,7.94
554,Santiago Del Estero,AR,2021-10-27 22:28:13,-27.7951,-64.2615,90.81,13,95,9.75
555,Voh,NC,2021-10-27 22:28:14,-20.9667,164.7,82.11,63,7,5.55
556,Chipinge,ZW,2021-10-27 22:28:14,-20.1883,32.6236,61.25,93,76,7.52
557,Safranbolu,TR,2021-10-27 22:28:15,41.2508,32.6942,44.51,78,2,1.16
558,Teknaf,BD,2021-10-27 22:28:15,20.8624,92.3058,76.03,86,86,3.96
559,Rock Sound,BS,2021-10-27 22:28:16,24.9,-76.2,81.79,77,4,10.78
560,Marzuq,YE,2021-10-27 22:28:16,14.4,46.4667,69.55,55,13,4.32
561,Shingu,JP,2021-10-27 22:28:17,33.7333,135.9833,56.12,78,0,6.73
562,Puerto Del Rosario,ES,2021-10-27 22:27:55,28.5004,-13.8627,69.55,68,27,8.05
563,Turiacu,BR,2021-10-27 22:28:17,-1.6633,-45.3717,78.31,80,58,5.32
564,Ntcheu,MW,2021-10-27 22:28:18,-14.8203,34.6359,66.94,77,63,5.55
565,Saint-Georges,GD,2021-10-27 22:24:05,12.0564,-61.7485,82.08,83,75,9.22
566,Inhambane,MZ,2021-10-27 22:28:18,-23.865,35.3833,70.75,78,30,12.46
567,Quang Ngai,VN,2021-10-27 22:28:19,15.1167,108.8,73.87,92,69,2.89
568,Benjamin Aceval,PY,2021-10-27 22:28:19,-24.9667,-57.5667,87.94,50,24,4.14
569,Irati,BR,2021-10-27 22:28:20,-25.4672,-50.6511,64.26,94,66,3.51
570,Keti Bandar,PK,2021-10-27 22:24:01,24.1447,67.4497,78.51,57,0,7.87
571,Chicama,PE,2021-10-27 22:28:20,-7.8447,-79.1469,61.34,70,27,10.78
572,Porto Novo,BJ,2021-10-27 22:28:21,6.4965,2.6036,82.22,83,61,5.19
573,Aguilas,ES,2021-10-27 22:28:21,37.4063,-1.5829,64.2,72,63,5.57
574,Batagay,RU,2021-10-27 22:28:22,67.6333,134.6333,4.48,98,67,3.67
575,Kyshtovka,RU,2021-10-27 22:28:22,56.555,76.6271,29.21,74,95,6.4
576,Xining,CN,2021-10-27 22:28:23,36.6167,101.7667,32.92,82,29,1.63
577,Berbera,SO,2021-10-27 22:28:23,10.4396,45.0143,80.98,54,0,5.97
578,Mopti,ML,2021-10-27 22:28:24,14.6667,-4.0,91.08,16,8,9.35
579,Araquari,BR,2021-10-27 22:28:24,-26.3703,-48.7211,73.33,83,75,4.61
580,Port Lincoln,AU,2021-10-27 22:28:25,-34.7333,135.8667,59.22,86,68,14.99
581,Bintulu,MY,2021-10-27 22:28:25,3.1667,113.0333,77.41,94,40,2.3
582,Kudahuvadhoo,MV,2021-10-27 22:28:26,2.6708,72.8944,81.25,77,96,8.08
583,Itoman,JP,2021-10-27 22:28:26,26.1247,127.6694,73.42,60,75,6.91
584,Half Moon Bay,US,2021-10-27 22:25:25,37.4636,-122.4286,76.91,76,1,1.01
585,Kalat,PK,2021-10-27 22:28:27,29.0225,66.5916,45.45,19,0,0.56
586,Krasnomayskiy,RU,2021-10-27 22:28:27,57.6194,34.4099,41.99,85,100,9.01
587,Sorong,ID,2021-10-27 22:24:05,-0.8833,131.25,80.67,79,61,4.92
588,Talnakh,RU,2021-10-27 22:28:28,69.4865,88.3972,-4.86,99,96,8.21
589,Newcastle,AU,2021-10-27 22:25:05,-32.9272,151.7765,78.19,70,0,1.01
590,Suzun,RU,2021-10-27 22:28:28,53.7841,82.3116,26.92,58,94,3.49
591,Zhanaozen,KZ,2021-10-27 22:28:29,43.3,52.8,38.17,54,0,7.52
592,Arkhipo-Osipovka,RU,2021-10-27 22:28:29,44.37,38.52,48.24,68,0,2.93
593,Kabo,CF,2021-10-27 22:28:30,7.6994,18.629,75.27,80,44,0.43
594,Quatre Cocos,MU,2021-10-27 22:28:30,-20.2078,57.7625,72.09,72,7,8.41
595,Banjar,ID,2021-10-27 22:28:31,-8.19,114.9675,78.66,87,47,3.51
